CustomerID,Name,Age,Gender,Country,IncomeLevel,CustomerTier,Date,Product Type,Channel Type,Order Amount,support_interacation_count,problem type,support_resolution_time,resolution_satisfication,website_logins/day,browsing_time/hr,email_open_rate,ChurnIndicator
3222,Allayne Douche,58,Female,Canada,Low,Gold,5/15/2024,Haircare,Online,8066,3,Product Quality,21,5,9,4.5,5,1
3223,Ricki Yeomans,47,Male,Canada,High,Gold,04-11-2024,Haircare,Online,6841,7,Product Quality,11,5,3,3.7,1,1
3224,Josepha Osbaldstone,32,Male,United States,Medium,Gold,5/21/2023,Haircare,Online,1934,9,Product Quality,17,1,5,0.8,5,1
3225,Lindy Garth,77,Female,India,Medium,Gold,7/21/2023,Makeup,Offline,6452,1,Late Delivery,21,4,4,1.2,4,1
3226,Harmony Gasperi,70,Female,India,Low,Platinum,08-04-2023,Skincare,Online,3812,5,Product Quality,6,8,5,1.5,2,1
3227,Bernardine Batisse,26,Female,United States,Low,Gold,3/29/2024,Makeup,Online,460,4,Product Quality,22,10,1,0.6,5,1
3228,Tiffanie Nani,39,Male,United States,Low,Gold,02-11-2024,BodyCare,Online,6101,10,Product Quality,18,7,2,3.8,3,0
3229,Patrica McCullock,32,Male,India,Medium,Gold,11/25/2023,Haircare,Online,1956,4,Product Quality,8,7,10,3.8,6,0
3230,Rabbi Dealey,35,Female,Australia,Medium,Gold,07-06-2024,Skincare,Offline,10345,7,Side Effects,21,3,2,2.7,1,1
3231,Anette Grimbleby,46,Male,India,High,Platinum,6/25/2024,Skincare,Online,10630,9,Side Effects,23,8,1,4.2,4,0
3232,Brandyn Cokly,10,Female,India,High,Gold,03-08-2023,Makeup,Online,1121,9,Product Quality,24,5,9,0.8,6,1
3233,Arty Hue,70,Female,Singapore,Medium,Bronze,11/17/2023,Skincare,Online,9331,6,Product Quality,15,2,0,0.8,1,1
3234,Iggie Sawter,25,Female,Australia,Medium,Silver,11/25/2023,Makeup,Online,9927,4,Product Quality,4,10,8,4.7,4,1
3235,Ab Middlemist,24,Female,India,Low,Bronze,05-07-2023,Haircare,Online,3666,7,Late Delivery,17,1,7,0.2,4,1
3236,Barde Reeveley,58,Female,Canada,Medium,Gold,1/27/2023,Makeup,Online,9539,4,Late Delivery,17,6,10,0.5,6,0
3237,Onida Fallows,85,Male,India,Medium,Silver,12-02-2023,Makeup,Online,3876,8,Product Quality,15,1,1,4.7,3,0
3238,Maggy Martini,12,Male,Australia,Medium,Silver,10-09-2023,Skincare,Online,8664,1,Product Quality,24,6,8,4.4,4,1
3239,Anetta Carlyon,36,Female,Malaysia,Medium,Gold,6/20/2023,Makeup,Offline,2579,5,Late Delivery,9,4,3,2.1,1,1
3240,Andrea Rittelmeyer,59,Female,United Arab Emirates,Medium,Silver,10-04-2024,BodyCare,Offline,1944,1,Late Delivery,24,6,0,5.2,3,0
3241,Dolly Bayfield,23,Female,Canada,Low,Bronze,09-04-2024,Makeup,Offline,8852,9,Product Quality,20,7,6,2.8,2,1
3242,Randolf Ogg,53,Female,United States,Medium,Gold,02-08-2024,Makeup,Online,550,2,Side Effects,18,7,8,3.7,6,1
3243,Minny Chevalier,61,Female,India,Medium,Gold,7/17/2024,Skincare,Online,3543,9,Product Quality,12,7,7,4.8,0,1
3244,Philip Beardwood,34,Female,Canada,Medium,Silver,3/14/2024,Makeup,Online,1738,10,Product Quality,23,3,2,4.4,3,1
3245,Gaby Goutcher,21,Female,India,Medium,Silver,10/13/2023,Haircare,Offline,9662,10,Product Quality,13,8,5,5.2,0,1
3246,Justis Ganny,72,Female,United States,Low,Silver,5/17/2023,Haircare,Online,4433,2,Late Delivery,8,8,1,3.3,2,1
3247,Marianna Skeene,69,Female,Singapore,Medium,Silver,09-09-2023,Skincare,Offline,4178,10,Product Quality,5,8,6,4.5,3,1
3248,Yettie Snowball,85,Female,Canada,Medium,Bronze,4/18/2024,Makeup,Online,6390,7,Late Delivery,9,7,5,2.7,1,1
3249,Katina Sharram,43,Female,Canada,Medium,Silver,12-07-2023,Makeup,Online,7202,4,Product Quality,2,4,10,0.4,4,1
3250,Sally Fairney,20,Female,Canada,Medium,Gold,1/31/2023,Makeup,Online,6452,3,Late Delivery,15,9,6,1.1,3,1
3251,Edouard Patsall,33,Female,United States,Medium,Gold,9/16/2024,Haircare,Online,9108,9,Product Quality,9,4,10,4.6,4,1
3252,Ricoriki Savage,82,Female,Hong Kong,Medium,Gold,4/19/2023,Skincare,Online,6697,9,Product Quality,4,4,9,2.9,3,0
3253,Saw Noble,54,Female,India,High,Silver,1/20/2023,Skincare,Online,5502,9,Product Quality,7,6,2,4.0,2,1
3254,Dwain Durward,66,Male,United States,Medium,Silver,02-12-2023,Makeup,Offline,1300,4,Side Effects,24,7,3,4.7,5,1
3255,Maressa Tyers,15,Male,United States,Medium,Gold,9/21/2023,Skincare,Online,10206,3,Wrong Item Received,4,9,0,2.0,3,1
3256,Owen Brekonridge,63,Female,Japan,Low,Gold,01-05-2023,Makeup,Online,557,1,Late Delivery,14,6,3,2.6,2,1
3257,Ollie Currie,78,Female,Canada,Low,Gold,4/27/2023,Makeup,Online,7189,6,Product Quality,13,3,1,1.3,2,1
3258,Mureil Posen,48,Male,India,High,Silver,01-07-2023,Skincare,Online,10028,1,Product Quality,18,1,2,1.9,5,1
3259,Ronnie Sawfoot,77,Female,India,High,Gold,11-10-2023,BodyCare,Online,4200,8,Late Delivery,4,7,6,2.1,3,1
3260,Sabine Nobbs,76,Female,United States,High,Gold,12/17/2023,Skincare,Online,6407,10,Late Delivery,3,7,2,2.4,3,0
3261,Fowler Morena,51,Female,India,Medium,Gold,9/21/2024,Skincare,Online,1886,8,Product Quality,19,9,6,3.6,6,0
3262,Cyrille Tofts,84,Female,India,Medium,Gold,10-02-2024,BodyCare,Offline,4929,7,Product Quality,21,10,10,1.2,5,0
3263,Kip Pigden,42,Female,Hong Kong,Low,Gold,7/18/2023,Makeup,Offline,8999,10,Product Quality,21,4,10,1.4,0,1
3264,Jenine Poppy,83,Male,Singapore,High,Gold,08-08-2024,Makeup,Offline,4166,6,Product Quality,2,7,3,4.8,5,1
3265,Benjamen Payn,12,Male,Hong Kong,Medium,Gold,06-08-2023,Skincare,Online,2150,3,Product Quality,14,10,6,4.8,1,1
3266,Wendel Whittet,45,Female,Japan,Medium,Silver,07-04-2023,BodyCare,Online,9830,2,Product Quality,7,8,7,2.8,5,0
3267,Skippie Riccetti,9,Female,India,Medium,Silver,9/17/2023,Makeup,Online,9901,6,Late Delivery,1,2,3,0.1,1,1
3268,Evan Skelbeck,32,Female,Malaysia,Medium,Bronze,01-03-2024,Skincare,Offline,1615,2,Late Delivery,2,1,1,2.5,2,1
3269,Sheela Fessions,82,Female,Qatar,Medium,Gold,3/31/2024,Skincare,Offline,8393,2,Wrong Item Received,20,4,4,4.8,1,1
3270,Sayre Bumfrey,32,Female,United States,High,Gold,02-04-2023,Skincare,Online,546,9,Late Delivery,4,5,6,3.8,3,1
3271,Dorothea O'Downe,76,Male,India,Low,Gold,3/14/2024,Skincare,Offline,9935,5,Late Delivery,1,8,5,4.5,0,1
3272,Anthony Chstney,71,Female,India,Low,Gold,7/14/2024,Skincare,Online,954,8,Late Delivery,15,7,3,6.0,4,1
3273,Etti Glasspool,38,Female,India,Low,Gold,12/25/2023,Haircare,Offline,4032,4,Late Delivery,7,4,9,2.8,3,0
3274,Rip Esslement,37,Male,India,Low,Bronze,1/31/2024,Makeup,Online,6065,7,Late Delivery,23,2,3,2.3,1,1
3275,Jaimie Rippen,61,Female,Canada,Low,Silver,11-05-2024,Makeup,Offline,8639,5,Product Quality,22,4,3,1.1,1,1
3276,Zondra Skells,60,Female,Australia,Medium,Gold,7/30/2024,Makeup,Online,8676,5,Product Quality,4,5,6,1.7,5,0
3277,Tawsha Twelftree,40,Male,Japan,High,Platinum,9/26/2024,Makeup,Online,2063,9,Late Delivery,19,1,6,4.3,5,1
3278,Henka Coare,69,Female,Singapore,Medium,Bronze,11/21/2023,BodyCare,Offline,10365,9,Wrong Item Received,15,1,7,0.8,2,0
3279,Sydel Warmisham,18,Female,India,Medium,Silver,12/29/2023,BodyCare,Online,3004,2,Late Delivery,13,3,5,3.5,0,0
3280,Terrie Cotterell,13,Female,India,Medium,Gold,07-03-2024,Makeup,Online,3685,7,Late Delivery,23,3,2,0.9,1,1
3281,Ginger Battany,37,Male,Japan,High,Gold,9/23/2024,Makeup,Online,4138,8,Late Delivery,18,8,5,5.7,0,0
3282,Carri Westbrook,9,Transgender,India,High,Gold,3/21/2024,Skincare,Offline,7411,5,Product Quality,18,6,8,3.0,4,0
3283,Demetrius Glanfield,44,Male,Japan,Medium,Gold,1/26/2023,Makeup,Online,8572,10,Late Delivery,4,10,0,5.6,5,1
3284,Jesus Curteis,68,Male,United States,Medium,Silver,07-01-2024,BodyCare,Offline,3259,5,Wrong Item Received,20,5,8,2.9,6,1
3285,Rockie Crenshaw,36,Female,Canada,Medium,Gold,10-09-2024,Makeup,Online,6008,8,Product Quality,4,7,0,4.6,1,0
3286,Monah Purrington,65,Female,Japan,High,Silver,11/21/2024,Skincare,Offline,3206,5,Late Delivery,8,4,10,5.7,3,1
3287,Sanford Vasechkin,57,Male,India,Low,Platinum,11/29/2024,Skincare,Online,7207,5,Product Quality,14,7,10,5.3,3,1
3288,Blondie Oldacre,61,Male,United Arab Emirates,Low,Gold,5/16/2023,Makeup,Offline,6923,1,Product Quality,11,8,2,3.1,3,0
3289,Zahara Normandale,50,Male,India,Medium,Silver,3/21/2023,Makeup,Online,2873,10,Product Quality,12,6,4,1.9,4,0
3290,Corilla Wainwright,74,Female,Australia,High,Bronze,5/25/2023,Skincare,Online,10366,10,Other,13,10,1,4.3,6,1
3291,Wang Castenda,43,Female,Hong Kong,Low,Gold,04-11-2023,Makeup,Online,2527,3,Late Delivery,9,7,4,5.6,1,1
3292,Letty Skea,58,Female,India,High,Silver,2/15/2024,Skincare,Online,9168,2,Late Delivery,5,9,7,1.7,0,1
3293,Gena Ingon,17,Female,India,Medium,Gold,09-06-2023,Makeup,Online,2991,5,Side Effects,2,1,4,2.8,2,1
3294,Janie Mardall,11,Female,India,Medium,Platinum,08-02-2023,Skincare,Online,2574,2,Late Delivery,3,7,3,1.5,5,1
3295,Glory Hartland,11,Transgender,India,Low,Gold,11/16/2023,Skincare,Online,8543,2,Product Quality,6,6,0,2.3,4,0
3296,Antonie Hannay,14,Female,Japan,Medium,Gold,10/23/2023,BodyCare,Offline,10548,1,Side Effects,3,8,1,5.3,0,1
3297,Prudy Bown,82,Female,India,Medium,Silver,04-04-2023,Haircare,Online,5618,1,Product Quality,12,4,3,0.0,3,1
3298,Robinet Bunton,72,Female,India,Medium,Gold,7/14/2023,Haircare,Online,3781,9,Late Delivery,15,7,1,4.5,2,1
3299,Bevan Harlick,74,Female,Singapore,Low,Gold,3/25/2023,Makeup,Online,8104,4,Side Effects,5,4,6,3.7,2,1
3300,Sibel Huccaby,70,Female,Japan,Medium,Gold,04-08-2023,Skincare,Offline,4978,4,Product Quality,15,6,6,4.0,0,1
3301,Ursulina Gatrill,64,Male,Australia,Medium,Silver,8/27/2023,Skincare,Online,2168,6,Side Effects,6,3,9,0.5,5,1
3302,Halette Brewis,46,Female,India,Medium,Gold,9/20/2024,Makeup,Online,6507,1,Other,11,6,8,5.0,3,1
3303,Amalie Godsafe,29,Male,India,High,Gold,8/13/2023,Skincare,Online,5923,10,Product Quality,9,2,3,2.1,6,1
3304,Oralla Keeton,13,Male,United States,High,Platinum,03-09-2024,BodyCare,Online,1375,10,Wrong Item Received,23,8,4,1.9,6,1
3305,Ceciley Vase,52,Male,India,Medium,Gold,1/14/2024,Skincare,Online,2388,3,Side Effects,23,9,5,1.5,3,1
3306,Bab Lupton,10,Male,Qatar,Medium,Silver,9/23/2023,Skincare,Online,2841,2,Product Quality,2,5,7,4.3,3,1
3307,Jayson Fenkel,41,Female,United States,Medium,Silver,06-06-2023,Makeup,Online,9026,7,Late Delivery,19,1,3,3.5,3,1
3308,Rosaleen Eyree,19,Female,Canada,Low,Silver,5/20/2024,Haircare,Offline,1118,8,Product Quality,8,3,4,3.0,6,1
3309,Gonzales Yacob,69,Transgender,Singapore,Medium,Gold,11/15/2023,Skincare,Offline,5858,10,Late Delivery,9,3,3,2.1,5,1
3310,Jeramey Greaser,55,Female,Qatar,High,Silver,5/23/2023,BodyCare,Offline,1407,6,Product Quality,11,3,0,0.5,6,1
3311,Niven Drinkale,14,Female,India,Medium,Gold,12-08-2023,Makeup,Online,9919,9,Other,1,10,10,3.2,2,1
3312,Pavia Jahndel,11,Female,India,Medium,Silver,5/17/2024,Makeup,Online,3638,10,Product Quality,15,6,9,3.0,4,1
3313,Whitney Scirman,36,Male,Singapore,Medium,Silver,08-03-2024,Haircare,Online,2679,5,Side Effects,2,8,4,2.0,6,0
3314,Dukie Kiraly,52,Female,India,Low,Gold,06-07-2024,BodyCare,Online,6955,3,Late Delivery,19,3,0,0.7,2,0
3315,Aubrey Hrihorovich,84,Male,United States,Medium,Gold,05-10-2023,Makeup,Offline,8444,5,Product Quality,4,7,10,0.8,6,1
3316,Clara Farady,47,Male,United States,Low,Gold,11/22/2024,Makeup,Online,10785,4,Late Delivery,5,5,10,0.4,3,1
3317,Janie McGowan,71,Female,Australia,Medium,Gold,12/22/2023,Skincare,Online,859,9,Side Effects,3,6,0,3.7,6,1
3318,Brynn Danell,68,Female,Malaysia,Low,Gold,05-06-2024,Makeup,Online,10088,9,Product Quality,22,10,2,4.6,4,1
3319,Rheba Van Rembrandt,16,Female,United States,Low,Silver,09-07-2024,Haircare,Online,6605,6,Product Quality,18,7,8,1.4,5,1
3320,Jermaine Soule,48,Female,Japan,Medium,Gold,5/17/2023,Makeup,Online,9848,8,Product Quality,20,6,7,3.1,6,1
3321,Joane Deport,23,Male,Hong Kong,High,Gold,5/21/2023,Skincare,Online,7714,4,Side Effects,21,5,0,0.5,2,0
3322,Huntley Gaule,71,Female,Singapore,Medium,Gold,6/29/2023,BodyCare,Online,5448,6,Product Quality,2,10,5,4.3,1,0
3323,Milty Jindacek,34,Male,Singapore,High,Gold,11/14/2023,Skincare,Online,3267,6,Wrong Item Received,7,4,6,3.9,1,0
3324,Robin Studeart,18,Female,Japan,High,Platinum,6/25/2024,Skincare,Offline,9293,10,Product Quality,19,8,2,3.1,2,1
3325,Britney Klinck,21,Male,India,Medium,Gold,4/15/2024,Skincare,Online,8989,1,Product Quality,8,1,6,0.2,0,1
3326,Lydie Hatliff,34,Male,Australia,Medium,Gold,12/22/2023,Skincare,Offline,4202,4,Product Quality,21,9,2,1.3,6,1
3327,Bear Stowers,25,Female,India,Medium,Gold,8/13/2023,Skincare,Offline,4051,8,Late Delivery,16,3,7,3.9,3,0
3328,Hana Duxbury,51,Female,Canada,Medium,Silver,2/20/2024,Makeup,Online,739,4,Product Quality,11,1,0,2.6,0,1
3329,Arlana Parminter,58,Female,United States,Low,Silver,1/21/2023,Haircare,Online,10142,4,Product Quality,2,7,4,2.6,2,0
3330,Deina Swinnard,15,Female,United States,Medium,Silver,09-01-2023,BodyCare,Offline,2492,3,Side Effects,19,10,4,1.9,5,1
3331,Tiff Pennycuick,51,Female,Hong Kong,High,Bronze,03-09-2023,Makeup,Offline,9227,2,Product Quality,5,8,1,3.8,3,0
3332,Lindsey Manicomb,28,Female,United States,Medium,Silver,10/24/2024,Haircare,Online,6414,3,Late Delivery,13,6,1,5.8,4,1
3333,Ellyn Baglin,82,Male,Japan,High,Silver,9/23/2023,Skincare,Offline,5798,8,Product Quality,13,10,8,1.5,5,0
3334,Lance Adolfsen,17,Female,United States,Low,Silver,3/22/2023,Skincare,Online,10343,10,Late Delivery,1,10,6,4.9,3,0
3335,Karrie Bugdell,78,Female,United States,Medium,Gold,11/23/2024,Makeup,Online,3486,8,Late Delivery,8,10,5,2.5,3,1
3336,Deirdre Guitonneau,33,Male,Japan,Low,Bronze,10-12-2024,Skincare,Online,3793,3,Product Quality,2,9,6,1.0,4,1
3337,Amy Welband,45,Male,Canada,Medium,Gold,9/13/2023,BodyCare,Online,4534,10,Wrong Item Received,21,8,7,1.3,2,1
3338,Guillemette Phillpotts,72,Female,India,Medium,Silver,12/15/2023,Makeup,Online,8698,1,Product Quality,22,4,1,1.5,5,1
3339,Jacinda Babalola,34,Female,Qatar,Medium,Gold,05-03-2024,Haircare,Online,3405,9,Product Quality,7,2,8,4.8,6,1
3340,Trudey Meuse,56,Female,Australia,High,Silver,7/15/2024,Skincare,Online,8666,8,Product Quality,2,4,10,1.8,6,0
3341,Ana Binstead,38,Male,India,Medium,Bronze,6/15/2024,BodyCare,Online,1093,7,Product Quality,21,8,8,5.6,3,1
3342,Ashly Dearnaly,74,Female,Canada,Medium,Gold,09-02-2024,BodyCare,Offline,9186,6,Side Effects,24,6,0,2.3,1,1
3343,Roselia Jermey,63,Female,Canada,Medium,Gold,05-04-2023,Makeup,Offline,10533,7,Side Effects,18,6,8,4.7,5,0
3344,Krista Windram,17,Male,Canada,Medium,Gold,11/25/2023,Skincare,Offline,1724,8,Product Quality,21,4,4,3.4,3,0
3345,Huntley Welsby,9,Female,India,Medium,Silver,11-07-2023,BodyCare,Online,8622,7,Late Delivery,19,5,1,2.3,6,1
3346,Kylie Downham,67,Female,India,Low,Gold,02-01-2024,Makeup,Online,3108,10,Product Quality,13,7,4,5.1,5,1
3347,Xylina Nineham,39,Female,United States,Low,Gold,03-05-2023,Haircare,Offline,6440,10,Other,1,3,4,4.5,6,0
3348,Solomon Darby,58,Female,India,Low,Platinum,8/14/2023,Makeup,Online,2373,7,Side Effects,13,8,3,4.5,3,0
3349,Roch Flannigan,85,Male,Singapore,Medium,Gold,8/13/2023,BodyCare,Offline,8400,5,Wrong Item Received,3,1,5,5.8,6,1
3350,Thomasine Penn,23,Transgender,Qatar,Medium,Gold,3/21/2024,Skincare,Offline,5555,1,Wrong Item Received,18,8,2,0.2,5,0
3351,Hagan Leadbeater,71,Transgender,Canada,Medium,Gold,07-05-2023,Makeup,Offline,6159,4,Product Quality,8,3,4,1.9,6,1
3352,Lucius Playle,82,Male,Hong Kong,Medium,Gold,08-11-2023,Makeup,Online,1882,5,Late Delivery,17,9,9,2.5,5,0
3353,Mab Labadini,32,Male,Australia,Medium,Gold,12/28/2023,Makeup,Online,2348,8,Product Quality,19,2,5,4.4,5,1
3354,Consolata Sabbins,8,Male,Japan,Medium,Silver,06-06-2023,Makeup,Online,10176,4,Product Quality,4,9,9,3.9,4,1
3355,Mallory Noyes,84,Female,Qatar,High,Gold,01-09-2024,Skincare,Online,10138,10,Product Quality,11,1,3,2.4,2,1
3356,Dorena Danbye,20,Female,India,Medium,Gold,10-02-2024,Makeup,Online,8249,3,Side Effects,2,8,2,2.6,0,1
3357,Othella Birdwhistle,38,Female,India,Low,Silver,11/29/2023,Makeup,Online,3999,3,Late Delivery,14,8,5,2.4,4,1
3358,Ofella Rippon,43,Female,Australia,High,Gold,3/30/2023,Makeup,Offline,1715,6,Product Quality,22,7,8,3.3,3,1
3359,Bren Martindale,19,Female,India,Low,Gold,3/16/2023,BodyCare,Offline,8767,6,Other,13,4,2,1.1,2,1
3360,Cynthia Bazoge,43,Female,Singapore,High,Gold,1/19/2023,Makeup,Online,8250,5,Late Delivery,8,3,10,4.6,2,1
3361,Lissy Benjafield,48,Male,Canada,Medium,Silver,10/18/2023,BodyCare,Online,7334,1,Product Quality,3,8,9,5.5,6,0
3362,Ronni Arndtsen,10,Female,United States,Medium,Silver,1/29/2023,Makeup,Offline,5945,1,Wrong Item Received,22,1,1,5.5,5,1
3363,Janella Skeermor,81,Female,United States,Low,Gold,2/26/2023,Skincare,Offline,7580,9,Late Delivery,13,4,4,1.2,2,1
3364,Maire Maddams,45,Female,India,Medium,Silver,05-07-2024,Makeup,Online,7957,9,Wrong Item Received,6,6,8,3.3,1,1
3365,Willy Sharply,10,Male,United States,Medium,Gold,05-07-2023,Skincare,Online,9143,8,Side Effects,24,1,6,1.0,5,0
3366,Calley Dominicacci,10,Male,India,Medium,Platinum,10-06-2024,Skincare,Online,9549,9,Product Quality,19,2,2,4.1,5,1
3367,Mariann Alberti,22,Male,India,Medium,Gold,4/30/2023,Skincare,Offline,7519,8,Product Quality,18,9,6,1.9,6,0
3368,Maximilian Piet,20,Male,United States,Medium,Bronze,10/16/2024,Makeup,Online,10490,7,Late Delivery,2,6,8,5.5,0,1
3369,Melessa Scarff,19,Female,India,Medium,Gold,3/16/2023,Skincare,Online,1587,2,Product Quality,17,6,0,2.1,6,1
3370,Riley Vonderdell,13,Female,Canada,Low,Gold,09-10-2024,BodyCare,Online,2523,5,Late Delivery,7,4,5,3.1,3,1
3371,Mylo Angel,83,Female,Australia,Low,Bronze,11-04-2023,Makeup,Online,5288,8,Product Quality,14,10,3,4.0,0,0
3372,Yuri Pinnigar,35,Male,Qatar,High,Gold,08-09-2023,Haircare,Online,4286,7,Side Effects,22,7,4,5.5,2,1
3373,Honey Blenkensop,48,Male,Malaysia,Low,Silver,03-12-2024,Skincare,Online,6224,5,Product Quality,5,6,6,4.8,3,1
3374,Gardiner Labden,75,Female,Japan,High,Silver,03-10-2023,Skincare,Online,9344,2,Product Quality,23,4,0,5.4,5,0
3375,Modesta Behnecke,9,Female,Singapore,Medium,Gold,11-04-2024,Haircare,Online,2232,7,Product Quality,17,10,0,4.5,3,1
3376,Natividad Kleisle,83,Female,Singapore,Medium,Gold,8/31/2024,Makeup,Online,1951,5,Product Quality,11,9,6,5.0,6,1
3377,Berri Dufty,48,Male,Japan,Medium,Silver,1/24/2024,Makeup,Online,8385,10,Side Effects,19,10,5,0.8,5,1
3378,Johnette Horrod,45,Female,India,Medium,Silver,08-12-2024,Makeup,Offline,9155,10,Side Effects,11,8,1,4.0,6,0
3379,Kacie Labbett,31,Female,India,Low,Gold,12-06-2023,Makeup,Offline,10831,8,Product Quality,15,5,7,1.8,4,0
3380,Alayne Winser,80,Female,India,Low,Gold,10/27/2023,Skincare,Online,3741,6,Side Effects,17,8,8,3.7,1,1
3381,Courtney Brearty,10,Female,India,Medium,Gold,4/28/2024,Skincare,Offline,7731,1,Product Quality,14,7,3,2.0,2,1
3382,Nathanael Scud,8,Female,India,Medium,Gold,11/27/2023,Makeup,Online,424,10,Product Quality,17,2,1,2.7,0,0
3383,Dennie Briand,58,Female,India,Medium,Gold,5/19/2023,Haircare,Offline,7049,10,Late Delivery,2,5,3,1.5,4,1
3384,Amelia Prest,8,Male,India,Medium,Platinum,03-10-2024,Makeup,Online,4117,5,Late Delivery,8,9,5,5.8,3,0
3385,Gwenni Gouthier,33,Male,Australia,Low,Silver,2/15/2024,Skincare,Online,5189,4,Side Effects,3,1,4,2.6,1,0
3386,Koo Jurczik,75,Male,India,Low,Gold,11/20/2024,Skincare,Offline,8890,7,Product Quality,16,9,9,3.1,6,0
3387,Mar Hurtado,24,Female,United States,Medium,Gold,01-11-2023,Skincare,Offline,6283,1,Side Effects,10,6,6,4.6,4,1
3388,Nichole Ockleshaw,30,Male,Australia,Medium,Gold,8/14/2023,Haircare,Online,5585,9,Side Effects,10,1,5,3.3,1,1
3389,Flo Gerrelts,15,Female,Japan,High,Gold,6/16/2023,Skincare,Online,8367,10,Product Quality,13,6,8,1.7,5,1
3390,Darrin Champneys,28,Female,United States,Medium,Gold,6/24/2024,Makeup,Online,4131,5,Product Quality,13,9,5,3.1,2,1
3391,Cletis Brok,39,Female,Australia,Low,Gold,02-11-2023,Makeup,Online,6116,3,Side Effects,22,9,9,4.8,0,1
3392,Lacey Tucknutt,79,Female,India,Medium,Silver,10-06-2024,Skincare,Online,4880,3,Late Delivery,15,8,8,4.7,2,1
3393,Tish Lamburn,65,Female,Australia,Low,Silver,7/15/2024,Haircare,Online,9455,1,Side Effects,6,2,8,3.5,0,1
3394,Mora Juris,17,Female,India,Medium,Gold,8/19/2023,Haircare,Online,795,2,Product Quality,21,10,9,3.1,0,0
3395,Marabel Lillie,46,Female,India,Medium,Gold,1/31/2024,BodyCare,Online,6135,7,Product Quality,23,3,1,1.4,0,1
3396,Erena Ginley,50,Female,United States,High,Gold,4/24/2023,BodyCare,Online,6975,6,Product Quality,16,2,5,5.3,3,1
3397,Stern Mayhou,81,Male,Singapore,Medium,Silver,05-04-2024,Skincare,Online,2582,5,Product Quality,9,6,1,5.8,4,1
3398,Ramonda Joost,23,Female,India,Medium,Gold,11/22/2023,Skincare,Online,9797,4,Side Effects,6,2,10,3.1,6,1
3399,Zacherie MacCracken,77,Transgender,Singapore,Low,Gold,3/14/2024,Makeup,Online,1622,6,Product Quality,12,1,8,5.1,4,1
3400,Buiron Slyford,65,Female,Qatar,Low,Gold,4/20/2023,Makeup,Offline,10715,3,Product Quality,20,10,0,5.5,0,1
3401,Corena Mee,70,Male,Japan,Medium,Gold,08-06-2024,BodyCare,Online,10724,9,Side Effects,2,2,0,1.7,2,1
3402,Doroteya Jeggo,66,Male,Malaysia,High,Gold,10/16/2024,Skincare,Online,5556,9,Late Delivery,8,9,5,5.2,3,0
3403,Tadio Antonopoulos,29,Female,Australia,Low,Silver,03-05-2024,Makeup,Offline,7194,7,Product Quality,7,6,2,1.0,2,1
3404,Franchot De la Feld,9,Female,India,High,Bronze,05-07-2024,Makeup,Online,7558,4,Late Delivery,1,3,8,1.5,3,1
3405,Lionello Boyn,70,Male,Australia,Medium,Bronze,03-02-2023,Skincare,Online,10128,2,Product Quality,7,10,7,4.8,2,0
3406,Fan Jordanson,19,Male,Canada,Medium,Gold,8/14/2024,Skincare,Offline,6563,8,Side Effects,11,2,10,0.3,3,1
3407,Teddi Whiterod,31,Female,United States,Medium,Gold,08-08-2024,Haircare,Online,1793,7,Side Effects,23,8,2,4.9,6,1
3408,Nadia Houldcroft,80,Female,India,Medium,Gold,4/14/2024,BodyCare,Online,1835,1,Side Effects,3,2,9,2.4,6,1
3409,Virgina Thody,33,Female,Japan,Low,Gold,07-10-2024,Makeup,Online,1206,2,Product Quality,5,6,10,4.0,0,1
3410,Herman Kane,46,Transgender,India,Low,Gold,12/23/2023,Skincare,Online,2696,3,Product Quality,18,10,9,1.6,1,0
3411,Darcee Crowest,71,Female,United States,Low,Platinum,05-03-2024,Makeup,Online,8049,7,Side Effects,17,4,5,2.2,6,0
3412,Ephraim Ollarenshaw,59,Female,Qatar,Low,Gold,6/28/2023,Makeup,Online,9451,1,Side Effects,19,2,0,1.6,1,1
3413,Lishe Iacovone,39,Female,India,High,Gold,08-10-2024,Skincare,Online,9427,9,Product Quality,1,6,10,4.1,6,1
3414,Mitchael Exon,38,Male,Malaysia,Medium,Gold,06-09-2024,Makeup,Offline,10812,6,Product Quality,11,7,8,1.0,5,0
3415,Avram Karpeev,22,Female,Japan,High,Silver,10/23/2024,Skincare,Offline,2476,6,Product Quality,7,2,9,2.2,4,1
3416,Trueman Torricina,66,Female,India,Low,Gold,9/19/2023,Makeup,Offline,9965,6,Late Delivery,15,7,8,1.3,1,1
3417,Noam Rois,68,Male,Singapore,Medium,Gold,4/18/2023,Skincare,Online,6906,8,Side Effects,10,10,6,2.5,3,1
3418,Korney Tallow,49,Transgender,Qatar,High,Bronze,09-04-2024,BodyCare,Online,6411,4,Product Quality,7,2,6,5.7,6,1
3419,Genny Izhakov,72,Female,India,Medium,Platinum,10-08-2024,Makeup,Offline,5369,7,Side Effects,8,9,1,4.9,6,1
3420,Bert Sharratt,84,Female,Canada,Low,Silver,2/26/2023,Haircare,Online,9123,6,Product Quality,20,9,8,5.2,4,0
3421,Bartie Tookill,49,Female,India,Medium,Bronze,10-10-2024,Makeup,Offline,3063,3,Side Effects,12,4,0,4.7,6,1
3422,Eula Pratley,10,Female,Canada,Medium,Silver,2/16/2023,Makeup,Online,9172,8,Side Effects,15,7,7,3.5,6,1
